pick_id,label,pnl_pct,momentum_ignition,relative_volume_spike,obv_divergence,price_compression,consecutive_green,price_momentum_1d,price_momentum_3d,price_momentum_7d,vol_mcap_ratio,vol_change_24h,vol_change_12h,rsi_14,rsi_slope,bb_width,bb_percentb,consolidation_range,distance_from_ath_pct,distance_from_atl_pct,mcap_tier,fear_greed_proxy
claude_mana_20260321_0536,0,-5.57,0.0,0.0,0.0,0.0,1.0,-1.6593,-8.3505,-1.9846,0.026718,0.5173,1.2331,42.86,-0.41,0.022284,0.289,0.008755,98.48,862.45,0.6863,0.2572
claude_render_20260323_0159,0,9.94,0.0,0.0,0.0,0.0,1.0,-2.9554,-5.8514,-13.6339,0.003139,0.5656,1.472,29.94,-4.51,0.039305,0.0916,0.011178,88.11,4289.38,0.7435,0.1796
claude_dexe_20260323_0526,0,-6.96,0.0,0.0,0.0,0.0,4.0,16.3202,21.9187,47.8604,0.002015,1.8421,0.9283,75.28,8.94,0.168544,0.9148,0.025708,76.84,1016.5,0.7119,0.8517
claude_river_20260323_0648,0,-26.19,0.0,0.0,0.0,0.0,0.0,6.9777,23.9352,15.3537,0.111513,1.007,1.0,46.49,-8.46,0.172239,0.2438,0.028525,68.85,1629.87,0.7274,0.4789
claude_tao_20260323_1611,1,10.19,0.0,0.0,0.0,0.0,1.0,4.579,2.0541,-0.1762,0.000109,1.2216,2.2175,59.26,-12.24,0.117816,0.8041,0.023176,62.62,818.59,0.7859,0.7556
claude_xmr_20260323_1511,0,-5.28,0.0,0.0,0.0,0.0,3.0,-2.4651,-0.8354,-4.964,1.5e-05,1.2038,2.0387,56.78,25.55,0.14063,0.648,0.02437,85.12,54808.71,0.8184,0.7407
claude_virtual_20260323_0159,0,9.23,0.0,0.0,0.0,0.0,2.0,-0.9686,-7.0619,-11.3985,0.016565,0.5513,1.2114,46.62,7.56,0.030304,0.6416,0.011216,86.89,8777.86,0.72,0.2797
claude_fet_20260323_1511,1,11.38,0.0,0.0,0.0,0.0,6.0,4.908,-0.2244,-10.0364,0.134682,0.666,1.8301,66.66,3.35,0.107931,1.0,0.021347,93.56,2621.07,0.725,0.4
claude_nexo_20260323_0159,0,2.39,0.0,0.0,0.0,0.0,1.0,-1.0078,-2.3204,-3.388,0.000526,0.7482,1.2203,44.31,3.66,0.016851,0.3761,0.007517,78.28,1857.8,0.7454,0.2658
claude_dexe_20260324_2034,0,-6.15,0.0,0.0,0.0,0.0,3.0,-2.3699,9.0571,30.1793,0.001068,0.7716,1.379,54.51,7.8,0.088441,0.6562,0.023075,77.35,991.93,0.7112,0.3271
claude_river_20260324_1836,0,-23.3,0.0,0.0,0.0,0.0,1.0,-4.1669,-3.7248,10.0312,0.1305,1.007,1.0,51.53,-3.07,0.275912,0.6841,0.033484,71.97,1456.6,0.7228,0.5092
claude_xdc_20260324_2004,0,-0.24,0.0,0.0,0.0,0.0,0.0,-2.6352,-3.7834,-4.2962,6.9e-05,1.0367,1.6415,53.2,0.0,0.089175,0.6701,0.025296,83.32,8031.39,0.7331,0.5192
claude_fet_20260324_2035,0,-1.54,0.0,0.0,0.0,0.0,4.0,12.2283,9.5491,2.1014,0.255042,1.8185,1.0092,70.81,17.01,0.084735,1.0,0.029252,92.82,2933.2,0.7287,0.8249
claude_twt_20260324_2331,0,-1.05,0.0,0.0,0.0,0.0,1.0,-1.907,0.2233,-5.4023,0.003449,0.4722,1.0939,45.85,-2.76,0.028224,0.3404,0.006991,81.85,17685.56,0.6927,0.2751
claude_jst_20260325_0121,0,0.6,0.0,0.0,0.0,0.0,1.0,-5.8103,-1.1031,4.6146,0.11283,1.0539,1.1633,37.06,-7.25,0.068652,0.1276,0.014937,69.38,1142.35,0.7263,0.4224
claude_jst_20260325_0113,0,0.75,0.0,0.0,0.0,0.0,1.0,-6.049,-1.3538,4.3494,0.111781,1.0443,1.1436,35.79,-8.52,0.069426,0.0979,0.014938,69.46,1139.2,0.7264,0.4147
claude_ff_20260326_0011,0,-1.01,0.0,0.0,0.0,0.0,4.0,-0.0557,1.1841,-0.0418,0.084949,0.6656,1.2014,54.28,7.12,0.015599,0.9176,0.005997,90.69,15.58,0.6855,0.3257
claude_okb_20260326_1859,0,0.04,0.0,0.0,0.0,0.0,0.0,-2.8482,-2.5561,-5.1452,2.9e-05,0.5783,1.1338,30.48,-3.73,0.044299,0.2162,0.006608,63.17,14410.65,0.7706,0.1829
claude_m_20260326_2334,0,-2.64,0.0,0.0,0.0,0.0,4.0,-7.4125,29.2173,24.2961,5.1e-05,2.3388,1.1538,56.23,6.91,0.284481,0.5922,0.047238,23.33,4681.91,0.7999,0.7374
claude_a7a5_20260326_2334,0,0.26,0.0,0.0,1.0,0.0,1.0,0.5956,0.3606,4.3963,6e-06,1.007,1.0,46.69,0.56,0.034066,0.4329,0.006241,94.69,100000.0,0.7235,0.4802
claude_icp_20260327_0142,0,-3.45,1.0,0.0,0.0,0.0,8.0,-3.7022,-3.0163,-8.7864,0.001786,1.1145,0.9353,46.2,6.67,0.036438,0.6017,0.009416,99.67,14.6,0.7588,0.4772
claude_bonk_20260327_0142,0,-2.7,0.0,0.0,0.0,0.0,1.0,-4.2003,0.8503,-1.1667,1742.951399,1.1062,1.3245,42.39,1.31,0.031624,0.4654,0.009436,89.82,6783.98,0.7265,0.4543
claude_icp_20260327_0146,0,-3.45,1.0,0.0,0.0,0.0,8.0,-3.619,-2.9326,-8.7076,0.001789,1.1154,0.9368,47.03,7.5,0.036515,0.6241,0.009415,99.67,14.7,0.7588,0.4822
claude_aster_20260327_0146,0,-2.03,0.0,0.0,0.0,0.0,3.0,1.506,1.9667,-1.7493,0.005945,0.4419,1.2246,75.9,12.69,0.02331,1.0,0.006408,72.03,575.94,0.7683,0.4554
claude_hash_20260329_0106,0,-29.07,0.0,0.0,0.0,0.0,1.0,19.7996,-1.0995,-0.1578,8e-06,1.0,1.0,73.65,-1.7,0.333242,0.928,0.015956,77.25,44.58,0.7405,0.6419
claude_hash_20260329_0106,0,-29.07,0.0,0.0,0.0,0.0,1.0,19.7996,-1.0995,-0.1578,8e-06,1.0,1.0,73.65,-1.7,0.333242,0.928,0.015956,77.25,44.58,0.7405,0.6419
claude_dash_20260327_1618,0,0.0,0.0,0.0,0.0,0.0,2.0,-2.4181,-6.8925,-0.0314,0.000216,0.5274,1.5569,37.25,1.66,0.044437,0.2053,0.011324,97.87,14804.23,0.7171,0.2235
claude_bch_20260329_1231,0,-5.43,0.0,0.0,0.0,0.0,2.0,0.8354,4.4569,3.1844,2e-06,0.8417,0.7416,55.85,0.42,0.007059,0.4399,0.004964,87.25,527.58,0.832,0.5351
claude_ab_20260328_0611,0,0.06,0.0,0.0,0.0,0.0,1.0,-0.9504,-4.4111,-6.2042,0.029624,1.0,1.0,30.77,1.38,0.022338,0.2012,0.005912,88.81,50756.06,0.6901,0.3846
claude_bdx_20260328_1233,0,-2.77,0.0,0.0,0.0,0.0,1.0,-0.0062,-1.1356,3.632,0.021547,1.0,1.0,47.19,-1.83,0.006096,0.3633,0.005681,81.61,30021.0,0.7333,0.4831
claude_bdx_20260328_1232,0,-2.77,0.0,0.0,0.0,0.0,1.0,-0.0062,-1.1356,3.632,0.021548,1.0,1.0,47.19,-1.83,0.006096,0.3633,0.005681,81.61,30021.0,0.7333,0.4831
claude_tel_20260329_0906,0,-5.1,0.0,0.0,0.0,0.0,1.0,-0.4247,-6.2159,-11.839,0.003962,1.0,1.0,41.01,-1.11,0.032434,0.2251,0.007516,96.74,3149.22,0.6918,0.446
claude_bgb_20260329_1231,0,-1.54,0.0,0.0,0.0,0.0,4.0,0.3856,-3.564,-6.775,0.014519,1.007,1.0,48.76,1.2,0.004674,0.4766,0.005433,76.96,13533.18,0.7612,0.4925
claude_bgb_20260329_1232,0,-1.54,0.0,0.0,0.0,0.0,4.0,0.3856,-3.564,-6.775,0.01454,1.007,1.0,48.76,1.2,0.004674,0.4766,0.005433,76.96,13533.18,0.7612,0.4925
claude_a7a5_20260329_1232,0,-1.07,0.0,0.0,0.0,0.0,2.0,0.5766,1.951,2.3575,2e-06,1.0,1.0,57.2,0.05,0.007547,0.607,0.004789,94.65,100000.0,0.7236,0.5432
claude_hash_20260329_2230,0,1.31,0.0,0.0,0.0,0.0,0.0,2.9151,-9.9503,-18.1587,2e-05,1.007,1.0,48.06,-0.12,0.436738,0.4683,0.038193,81.38,18.36,0.7334,0.4883
claude_dcr_20260331_1206,0,-1.28,0.0,0.0,0.0,0.0,2.0,-3.1206,-2.3356,-7.4108,3.8e-05,0.3727,1.3167,48.38,12.07,0.028769,0.5425,0.012322,91.72,4648.11,0.7122,0.2903
claude_eurc_20260402_1312,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7915,0.2022,-0.2232,0.10901,1.007,1.0,30.73,-2.45,0.011569,0.1412,0.004744,14.75,2077.61,0.7178,0.3844
claude_lilpepe_20260402_2102,0,-99.92,0.0,0.0,0.0,0.0,5.0,8084533.855,8084533.855,8084533.855,0.000818,1.6744,1.0,99.97,32.04,13.810396,1.0,0.291739,91.21,100000.0,0.8403,0.9998
claude_a7a5_20260402_2359,0,0.86,0.0,0.0,1.0,0.0,1.0,5.4995,-0.5678,0.4111,2e-06,1.0141,1.0,51.8,0.02,0.022711,0.4454,0.007525,94.67,100000.0,0.7236,0.5108
claude_bgb_20260403_0526,0,-0.52,0.0,0.0,0.0,0.0,2.0,-1.873,-0.3692,-3.9196,0.015754,1.0141,1.0,44.46,5.47,0.016503,0.5301,0.006261,77.3,13331.52,0.7606,0.4667
claude_okb_20260404_0059,0,-0.67,0.0,0.0,0.0,0.0,2.0,-0.9102,-1.5703,1.0997,1.4e-05,0.4213,0.908,43.05,2.3,0.014019,0.3138,0.003876,63.83,14150.58,0.7699,0.2583
claude_bgb_20260413_1914,0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3436,-1.2878,1.7024,0.016193,1.0,1.0,53.45,-1.03,0.017993,0.7705,0.006123,77.49,13219.01,0.7604,0.5207
claude_gt_20260414_1209,0,4.55,0.0,0.0,0.0,0.0,2.0,2.5492,-0.674,5.7207,0.003179,1.0,1.0,64.28,1.48,0.016666,0.8561,0.006864,73.22,2538.88,0.7545,0.5857
claude_hash_20260418_0158,0,-1.41,0.0,0.0,0.0,0.0,1.0,-8.5606,-2.8397,-3.9814,3.6e-05,1.0,1.0,45.62,-2.37,0.156411,0.4977,0.028576,82.1,18.53,0.7332,0.4737
claude_gt_20260506_0005,0,-1.36,0.0,0.0,0.0,0.0,2.0,-0.4506,0.5685,0.3775,0.003597,1.007,1.0,45.97,2.21,0.014694,0.2537,0.005987,71.28,2730.37,0.7433,0.4758
claude_gt_20260517_0007,0,-1.12,0.0,0.0,0.0,0.0,1.0,-0.8087,-1.429,-4.1087,0.001836,1.007,1.0,44.76,1.29,0.017559,0.5354,0.005481,71.79,2679.57,0.7402,0.4686
